,pid,iid,rate
15880,360,477,6
15881,360,483,7
15882,360,490,6
15883,360,493,7
15884,360,494,6
15885,360,499,6
15886,360,501,6
15887,360,502,7
15888,360,503,7
15889,360,504,6
15890,360,507,7
15891,360,509,5
15892,360,518,8
15893,360,520,6
15894,360,521,6
15895,360,523,7
15896,360,526,6
15897,360,527,5
15898,360,528,7
15899,360,529,7
15900,360,531,7
15901,360,534,6
15902,360,536,6
15903,360,537,5
15904,360,538,7
15905,360,539,6
15906,360,541,6
15907,360,542,6
15908,360,546,6
15909,360,548,6
15910,360,549,6
15911,361,237,6
15912,361,240,7
15913,361,241,6
15914,361,242,6
15915,361,243,6
15916,361,244,6
15917,361,246,5
15918,361,247,5
15919,361,249,6
15920,361,259,6
15921,361,260,6
15922,361,262,5
15923,361,265,5
15924,361,267,6
15925,361,271,6
15926,361,273,7
15927,361,277,6
15928,361,278,7
15929,361,279,7
15930,361,281,6
15931,361,282,6
15932,361,283,6
15933,361,284,7
15934,361,287,5
15935,361,288,7
15936,361,290,6
15937,361,291,6
15938,361,292,6
15939,361,293,6
15940,361,295,6
15941,361,296,6
15942,361,298,5
15943,361,300,6
15944,361,301,6
15945,361,302,6
15946,361,304,6
15947,361,305,6
15948,361,306,6
15949,361,308,6
15950,361,309,6
15951,361,312,6
15952,361,313,6
15953,361,317,5
15954,361,323,6
15955,361,324,6
15956,361,326,6
15957,361,327,6
15958,361,328,7
15959,361,329,6
15960,361,333,6
15961,361,335,6
15962,361,339,6
15963,361,340,7
15964,361,341,6
15965,361,343,5
15966,361,344,6
15967,361,345,7
15968,361,346,6
15969,361,349,6
15970,361,351,6
15971,361,354,6
15972,361,355,7
15973,361,356,6
15974,361,357,7
15975,361,359,5
15976,361,362,6
15977,361,363,7
15978,361,364,7
15979,361,365,5
15980,361,377,8
15981,361,381,7
15982,361,384,6
15983,361,386,6
15984,361,387,6
15985,361,392,6
15986,361,394,6
15987,361,398,6
15988,361,402,6
15989,361,404,6
15990,361,405,6
15991,361,407,6
15992,361,408,6
15993,361,412,6
15994,361,416,5
15995,361,417,5
15996,361,420,6
15997,361,421,7
15998,361,428,6
15999,361,429,6
16000,361,434,6
16001,361,435,6
16002,361,436,6
16003,361,442,7
16004,361,443,6
16005,361,444,7
16006,361,445,6
16007,361,449,7
16008,361,454,6
16009,361,455,6
16010,361,457,6
16011,361,461,6
16012,361,463,5
16013,361,464,6
16014,361,467,7
16015,361,469,6
16016,361,470,7
16017,361,473,6
16018,361,475,6
16019,361,480,6
16020,361,481,5
16021,361,482,6
16022,361,483,7
16023,361,485,6
16024,361,487,6
16025,361,489,6
16026,361,492,7
16027,361,493,7
16028,361,494,5
16029,361,499,6
16030,361,500,7
16031,361,501,6
16032,361,503,7
16033,361,507,6
16034,361,508,6
16035,361,510,6
16036,361,514,6
16037,361,515,6
16038,361,516,6
16039,361,518,7
16040,361,521,6
16041,361,524,6
16042,361,528,7
16043,361,530,5
16044,361,533,6
16045,361,534,6
16046,361,535,6
16047,361,540,6
16048,361,546,6
16049,361,549,6
16050,361,550,6
16051,361,551,6
16052,362,234,7
16053,362,237,7
16054,362,242,7
16055,362,243,7
16056,362,244,7
16057,362,246,6
16058,362,247,6
16059,362,249,7
16060,362,252,7
16061,362,253,7
16062,362,257,7
16063,362,265,6
16064,362,268,7
16065,362,269,7
16066,362,270,7
16067,362,271,7
16068,362,273,8
16069,362,274,7
16070,362,276,7
16071,362,279,8
16072,362,282,7
16073,362,286,6
16074,362,289,7
16075,362,291,7
16076,362,296,7
16077,362,298,6
16078,362,299,7
16079,362,300,7
16080,362,307,7
16081,362,308,7
16082,362,309,7
16083,362,311,7
16084,362,316,8
16085,362,317,6
16086,362,319,7
16087,362,324,8
16088,362,325,6
16089,362,328,8
16090,362,330,7
16091,362,333,7
16092,362,335,7
16093,362,338,7
16094,362,339,7
16095,362,340,8
16096,362,341,7
16097,362,345,8
16098,362,346,7
16099,362,351,7
16100,362,352,6
16101,362,355,8
16102,362,356,7
16103,362,357,8
16104,362,361,7
16105,362,366,7
16106,362,367,7
16107,362,370,8
16108,362,371,8
16109,362,373,7
16110,362,375,7
16111,362,381,8
16112,362,383,7
16113,362,386,7
16114,362,387,7
16115,362,389,7
16116,362,393,7
16117,362,394,6
16118,362,395,7
16119,362,396,7
16120,362,401,8
16121,362,403,8
16122,362,408,7
16123,362,411,8
16124,362,415,7
16125,362,418,7
16126,362,420,7
16127,362,421,8
16128,362,423,7
16129,362,428,7
16130,362,429,7
16131,362,437,6
16132,362,438,7
16133,362,441,8
16134,362,447,7
16135,362,449,8
16136,362,450,7
16137,362,451,8
16138,362,455,7
16139,362,456,7
16140,362,468,7
16141,362,477,7
16142,362,480,7
16143,362,482,7
16144,362,483,8
16145,362,484,7
16146,362,485,7
16147,362,488,7
16148,362,490,7
16149,362,493,8
16150,362,500,8
16151,362,501,6
16152,362,502,7
16153,362,506,6
16154,362,509,6
16155,362,511,7
16156,362,514,7
16157,362,515,7
16158,362,516,7
16159,362,520,7
16160,362,524,7
16161,362,526,7
16162,362,527,5
16163,362,528,8
16164,362,530,6
16165,362,534,7
16166,362,535,7
16167,362,536,7
16168,362,539,6
16169,362,540,7
16170,362,541,7
16171,362,542,7
16172,362,543,7
16173,362,544,7
16174,362,548,6
16175,362,550,8
16176,362,551,7
16177,363,237,6
16178,363,238,5
16179,363,239,5
16180,363,240,6
16181,363,245,5
16182,363,246,5
16183,363,248,4
16184,363,249,5
16185,363,250,6
16186,363,251,6
16187,363,256,5
16188,363,257,5
16189,363,259,5
16190,363,260,5
16191,363,261,6
16192,363,262,4
16193,363,263,5
16194,363,264,6
16195,363,266,5
16196,363,268,5
16197,363,270,5
16198,363,271,6
16199,363,272,6
16200,363,274,5
16201,363,276,5
16202,363,278,6
16203,363,283,5
16204,363,292,5
16205,363,298,4
16206,363,300,5
16207,363,302,6
16208,363,303,6
16209,363,305,5
16210,363,307,5
16211,363,308,5
16212,363,309,5
16213,363,311,5
16214,363,312,5
16215,363,313,5
16216,363,317,5
16217,363,320,5
16218,363,327,5
16219,363,328,6
16220,363,329,5
16221,363,330,5
16222,363,334,5
16223,363,336,6
16224,363,338,5
16225,363,341,5
16226,363,342,6
16227,363,344,6
16228,363,345,6
16229,363,348,5
16230,363,351,5
16231,363,355,6
16232,363,356,5
16233,363,360,5
16234,363,362,5
16235,363,365,5
16236,363,366,5
16237,363,367,5
16238,363,368,5
16239,363,369,5
16240,363,370,6
16241,363,373,5
16242,363,374,5
16243,363,381,6
16244,363,384,5
16245,363,386,5
16246,363,388,5
16247,363,392,5
16248,363,393,5
16249,363,394,5
16250,363,396,5
16251,363,398,5
16252,363,408,5
16253,363,411,6
16254,363,415,5
16255,363,417,4
16256,363,418,5
16257,363,420,5
16258,363,422,6
16259,363,423,5
16260,363,428,5
16261,363,429,5
16262,363,430,5
16263,363,434,5
16264,363,436,5
16265,363,438,5
16266,363,440,6
16267,363,442,6
16268,363,443,5
16269,363,444,6
16270,363,445,6
16271,363,448,5
16272,363,449,6
16273,363,458,6
16274,363,462,5
16275,363,464,5
16276,363,466,5
16277,363,468,5
16278,363,470,6
16279,363,471,5
16280,363,472,5
16281,363,473,5
16282,363,474,5
16283,363,475,5
16284,363,477,5
16285,363,482,5
16286,363,483,6
16287,363,485,5
16288,363,487,5
16289,363,488,6
16290,363,491,6
16291,363,493,6
16292,363,495,5
16293,363,501,5
16294,363,503,6
16295,363,507,5
16296,363,509,4
16297,363,512,4
16298,363,514,5
16299,363,518,6
16300,363,520,5
16301,363,521,5
16302,363,523,5
16303,363,525,6
16304,363,527,4
16305,363,529,6
16306,363,533,5
16307,363,534,5
16308,363,535,5
16309,363,536,5
16310,363,539,5
16311,363,541,5
16312,363,542,5
16313,363,543,5
16314,363,544,5
16315,363,545,5
16316,363,546,5
16317,363,549,5
16318,363,550,5
16319,363,551,5
16320,363,552,5
16321,364,235,7
16322,364,237,7
16323,364,238,7
16324,364,242,7
16325,364,243,7
16326,364,244,7
16327,364,245,7
16328,364,247,6
16329,364,248,6
16330,364,252,7
16331,364,256,7
16332,364,257,7
16333,364,260,7
16334,364,262,5
16335,364,264,7
16336,364,265,6
16337,364,266,7
16338,364,267,7
16339,364,271,7
16340,364,273,7
16341,364,274,7
16342,364,275,6
16343,364,278,7
16344,364,279,7
16345,364,282,7
16346,364,283,7
16347,364,285,7
16348,364,286,6
16349,364,289,7
16350,364,290,7
16351,364,292,7
16352,364,294,7
16353,364,295,7
16354,364,296,7
16355,364,297,8
16356,364,299,7
16357,364,304,6
16358,364,305,6
16359,364,307,7
16360,364,308,6
16361,364,309,7
16362,364,316,7
16363,364,324,7
16364,364,326,7
16365,364,327,6
16366,364,328,7
16367,364,329,7
16368,364,333,7
16369,364,334,7
16370,364,337,6
16371,364,338,7
16372,364,343,6
16373,364,346,7
16374,364,348,6
16375,364,349,7
16376,364,352,6
16377,364,355,8
16378,364,357,7
16379,364,359,6
16380,364,362,7
16381,364,365,6
16382,364,370,7
16383,364,373,7
16384,364,378,7
16385,364,381,7
16386,364,382,7
16387,364,386,7
16388,364,387,7
16389,364,394,6
16390,364,397,7
16391,364,402,7
16392,364,403,7
16393,364,409,6
16394,364,411,8
16395,364,412,7
16396,364,417,5
16397,364,428,7
16398,364,430,6
16399,364,432,8
16400,364,433,7
16401,364,434,7
16402,364,435,7
16403,364,436,7
16404,364,437,6
16405,364,438,6
16406,364,441,7
16407,364,444,8
16408,364,450,6
16409,364,451,7
16410,364,456,7
16411,364,457,6
16412,364,461,7
16413,364,462,6
16414,364,467,8
16415,364,468,7
16416,364,469,7
16417,364,472,7
16418,364,474,7
16419,364,475,6
16420,364,477,7
16421,364,480,6
16422,364,484,7
16423,364,485,7
16424,364,490,6
16425,364,491,7
16426,364,492,7
16427,364,494,6
16428,364,502,7
16429,364,504,7
16430,364,507,7
16431,364,508,6
16432,364,510,7
16433,364,511,6
16434,364,514,6
16435,364,515,7
16436,364,516,7
16437,364,517,6
16438,364,518,8
16439,364,520,7
16440,364,521,7
16441,364,523,7
16442,364,526,7
16443,364,527,5
16444,364,531,8
16445,364,534,7
16446,364,536,7
16447,364,540,7
16448,364,541,6
16449,364,545,7
16450,364,546,7
16451,364,548,6
16452,365,236,5
16453,365,237,5
16454,365,238,5
16455,365,240,5
16456,365,241,7
16457,365,242,5
16458,365,243,5
16459,365,244,5
16460,365,246,5
16461,365,248,4
16462,365,250,5
16463,365,251,6
16464,365,252,5
16465,365,253,5
16466,365,255,6
16467,365,256,5
16468,365,260,5
16469,365,263,5
16470,365,264,5
16471,365,265,5
16472,365,268,5
16473,365,270,5
16474,365,271,5
16475,365,272,6
16476,365,273,6
16477,365,274,6
16478,365,275,5
16479,365,276,5
16480,365,277,6
16481,365,278,6
16482,365,281,4
16483,365,282,6
16484,365,284,6
16485,365,285,6
16486,365,287,4
16487,365,292,5
16488,365,293,5
16489,365,294,5
16490,365,295,5
16491,365,296,5
16492,365,297,6
16493,365,298,4
16494,365,299,5
16495,365,304,4
16496,365,305,4
16497,365,306,5
16498,365,308,5
16499,365,311,6
16500,365,317,5
16501,365,320,5
16502,365,323,5
16503,365,326,5
16504,365,328,6
16505,365,329,5
16506,365,330,5
16507,365,334,5
16508,365,338,5
16509,365,343,5
16510,365,344,5
16511,365,345,6
16512,365,349,6
16513,365,354,5
16514,365,356,4
16515,365,359,4
16516,365,361,5
16517,365,362,5
16518,365,364,6
16519,365,367,5
16520,365,370,6
16521,365,371,7
16522,365,373,7
16523,365,377,7
16524,365,378,6
16525,365,381,6
16526,365,383,5
16527,365,389,5
16528,365,393,4
16529,365,394,5
16530,365,395,6
16531,365,396,5
16532,365,397,5
16533,365,401,6
16534,365,402,5
16535,365,403,6
16536,365,405,6
16537,365,406,5
16538,365,408,5
16539,365,411,7
16540,365,412,7
16541,365,413,6
16542,365,415,5
16543,365,416,4
16544,365,417,4
16545,365,418,5
16546,365,421,6
16547,365,422,6
16548,365,429,6
16549,365,430,4
16550,365,431,5
16551,365,432,6
16552,365,435,6
16553,365,436,6
16554,365,441,6
16555,365,444,6
16556,365,449,7
16557,365,450,6
16558,365,451,5
16559,365,454,5
16560,365,456,5
16561,365,457,5
16562,365,458,7
16563,365,468,5
16564,365,469,5
16565,365,474,5
16566,365,481,4
16567,365,482,5
16568,365,483,6
16569,365,485,5
16570,365,492,6
16571,365,493,6
16572,365,494,4
16573,365,495,5
16574,365,499,5
16575,365,500,6
16576,365,501,5
16577,365,503,6
16578,365,504,6
16579,365,506,4
16580,365,515,5
16581,365,520,5
16582,365,521,5
16583,365,522,5
16584,365,524,5
16585,365,525,5
16586,365,527,4
16587,365,528,6
16588,365,530,4
16589,365,531,6
16590,365,533,6
16591,365,534,5
16592,365,535,5
16593,365,536,7
16594,365,537,4
16595,365,541,5
16596,365,546,6
16597,365,552,7
16598,366,234,7
16599,366,235,7
16600,366,236,7
16601,366,237,7
16602,366,240,7
16603,366,241,6
16604,366,243,7
16605,366,245,6
16606,366,246,6
16607,366,247,6
16608,366,249,6
16609,366,250,7
16610,366,251,7
16611,366,255,8
16612,366,257,7
16613,366,259,7
16614,366,263,7
16615,366,267,6
16616,366,269,7
16617,366,270,6
16618,366,273,7
16619,366,277,6
16620,366,278,7
16621,366,279,7
16622,366,281,6
16623,366,282,7
16624,366,284,8
16625,366,286,6
16626,366,289,7
16627,366,292,6
16628,366,293,6
16629,366,294,7
16630,366,300,7
16631,366,302,6
16632,366,303,7
16633,366,306,7
16634,366,307,7
16635,366,311,6
16636,366,312,6
16637,366,313,6
16638,366,314,7
16639,366,317,6
16640,366,320,6
16641,366,323,7
16642,366,325,5
16643,366,326,7
16644,366,328,7
16645,366,329,7
16646,366,333,7
16647,366,336,7
16648,366,342,7
16649,366,344,7
16650,366,345,7
16651,366,349,7
16652,366,351,7
16653,366,354,6
16654,366,355,7
16655,366,356,6
16656,366,360,6
16657,366,362,7
16658,366,363,7
16659,366,365,6
16660,366,367,6
16661,366,368,6
16662,366,369,7
16663,366,370,7
16664,366,371,7
16665,366,372,6
16666,366,374,6
16667,366,378,6
16668,366,383,7
16669,366,384,7
16670,366,386,7
16671,366,389,7
16672,366,391,7
16673,366,394,6
16674,366,395,7
16675,366,397,7
16676,366,403,7
16677,366,404,7
16678,366,405,6
16679,366,406,7
16680,366,407,6
16681,366,412,6
16682,366,415,6
16683,366,417,5
16684,366,418,7
16685,366,420,7
16686,366,421,7
16687,366,422,7
16688,366,428,6
16689,366,429,6
16690,366,431,7
16691,366,432,7
16692,366,437,6
16693,366,441,6
16694,366,443,7
16695,366,445,7
16696,366,449,7
16697,366,450,6
16698,366,457,6
16699,366,458,8
16700,366,463,6
16701,366,464,7
16702,366,466,6
16703,366,469,7
16704,366,470,7
16705,366,471,6
16706,366,472,7
16707,366,474,7
16708,366,475,6
16709,366,481,6
16710,366,482,6
16711,366,485,7
16712,366,487,6
16713,366,489,7
16714,366,490,6
16715,366,495,6
16716,366,500,7
16717,366,502,7
16718,366,506,6
16719,366,508,6
16720,366,509,5
16721,366,512,5
16722,366,514,6
16723,366,516,7
16724,366,518,8
16725,366,521,7
16726,366,522,6
16727,366,527,5
16728,366,528,7
16729,366,529,7
16730,366,530,5
16731,366,531,7
16732,366,533,7
16733,366,534,6
16734,366,537,5
16735,366,538,7
16736,366,540,7
16737,366,546,7
16738,366,548,6
16739,366,549,6
16740,366,552,6
16741,367,238,5
16742,367,239,5
16743,367,240,6
16744,367,243,6
16745,367,244,6
16746,367,247,5
16747,367,248,5
16748,367,249,5
16749,367,252,6
16750,367,255,7
16751,367,256,6
16752,367,258,5
16753,367,261,6
16754,367,264,6
16755,367,268,5
16756,367,269,6
16757,367,271,6
16758,367,275,5
16759,367,277,6
16760,367,279,6
16761,367,282,6
16762,367,283,6
16763,367,284,7
16764,367,285,6
16765,367,286,5
16766,367,287,5
16767,367,288,7
16768,367,291,6
16769,367,292,6
16770,367,295,5
16771,367,297,7
16772,367,298,5
16773,367,302,6
16774,367,308,5
16775,367,314,6
16776,367,317,5
16777,367,320,5
16778,367,323,6
16779,367,324,6
16780,367,325,4
16781,367,327,5
16782,367,329,6
16783,367,335,5
16784,367,337,5
16785,367,339,6
16786,367,340,7
16787,367,342,6
16788,367,343,5
16789,367,348,5
16790,367,349,6
16791,367,352,5
16792,367,354,5
16793,367,355,7
16794,367,357,6
16795,367,359,5
16796,367,361,5
16797,367,362,6
16798,367,363,6
16799,367,365,5
16800,367,366,5
16801,367,368,5
16802,367,371,6
16803,367,372,6
16804,367,373,6
16805,367,374,6
16806,367,375,5
16807,367,377,7
16808,367,393,5
16809,367,394,5
16810,367,395,6
16811,367,396,5
16812,367,402,6
16813,367,407,6
16814,367,411,7
16815,367,413,6
16816,367,415,5
16817,367,416,5
16818,367,420,6
16819,367,421,6
16820,367,422,6
16821,367,429,6
16822,367,432,7
16823,367,433,6
16824,367,435,6
16825,367,437,5
16826,367,438,5
16827,367,441,6
16828,367,445,6
16829,367,447,6
16830,367,448,6
16831,367,449,6
16832,367,450,5
16833,367,452,6
16834,367,454,5
16835,367,455,5
16836,367,456,6
16837,367,457,5
16838,367,458,7
16839,367,461,6
16840,367,463,5
16841,367,464,6
16842,367,466,5
16843,367,468,6
16844,367,469,6
16845,367,472,6
16846,367,473,6
16847,367,474,6
16848,367,475,5
16849,367,477,5
16850,367,482,5
16851,367,485,5
16852,367,486,6
16853,367,487,5
16854,367,488,6
16855,367,493,6
16856,367,495,5
16857,367,499,5
16858,367,500,6
16859,367,501,5
16860,367,503,6
16861,367,508,5
16862,367,509,4
16863,367,510,6
16864,367,512,5
16865,367,514,5
16866,367,516,6
16867,367,517,5
16868,367,520,5
16869,367,523,6
16870,367,524,6
16871,367,525,6
16872,367,526,6
16873,367,527,4
16874,367,529,6
16875,367,531,7
16876,367,535,5
16877,367,536,6
16878,367,537,4
16879,367,538,7
16880,367,542,6
16881,367,543,6
16882,367,544,5
16883,367,546,6
16884,367,548,5
16885,367,550,6
16886,367,551,6
16887,367,552,6
16888,368,236,5
16889,368,237,5
16890,368,241,5
16891,368,242,5
16892,368,244,5
16893,368,247,4
16894,368,251,6
16895,368,253,5
16896,368,255,6
16897,368,257,5
16898,368,260,5
16899,368,261,6
16900,368,262,4
16901,368,263,5
16902,368,267,5
16903,368,268,5
16904,368,270,5
16905,368,271,5
16906,368,275,5
16907,368,276,5
16908,368,277,5
16909,368,279,6
16910,368,281,5
16911,368,282,5
16912,368,283,5
16913,368,288,6
16914,368,290,5
16915,368,291,5
16916,368,293,5
16917,368,295,5
16918,368,299,5
16919,368,300,5
16920,368,301,5
16921,368,302,6
16922,368,303,6
16923,368,304,5
16924,368,306,5
16925,368,307,5
16926,368,308,5
16927,368,309,5
16928,368,313,5
16929,368,314,5
16930,368,316,6
16931,368,323,5
16932,368,324,5
16933,368,325,4
16934,368,326,5
16935,368,327,5
16936,368,328,6
16937,368,329,5
16938,368,333,5
16939,368,334,5
16940,368,337,5
16941,368,339,5
16942,368,341,5
16943,368,344,5
16944,368,345,6
16945,368,348,5
16946,368,349,5
16947,368,351,5
16948,368,354,5
16949,368,355,6
16950,368,357,6
16951,368,361,5
16952,368,363,6
16953,368,365,5
16954,368,366,5
16955,368,370,6
16956,368,371,6
16957,368,372,5
16958,368,374,5
16959,368,378,5
16960,368,383,5
16961,368,384,5
16962,368,387,5
16963,368,388,5
16964,368,393,5
16965,368,396,5
16966,368,401,6
16967,368,405,5
16968,368,407,5
16969,368,408,5
16970,368,409,5
16971,368,412,5
16972,368,413,5
16973,368,415,5
16974,368,418,5
16975,368,422,6
16976,368,423,5
16977,368,430,5
16978,368,431,5
16979,368,433,5
16980,368,437,4
16981,368,443,5
16982,368,444,6
16983,368,445,6
16984,368,449,6
16985,368,451,6
16986,368,458,6
16987,368,461,5
16988,368,463,4
16989,368,464,5
16990,368,466,5
16991,368,467,6
16992,368,469,5
16993,368,472,5
16994,368,475,5
16995,368,477,5
16996,368,481,4
16997,368,483,6
16998,368,486,5
16999,368,487,5
17000,368,491,6
17001,368,492,6
17002,368,494,4
17003,368,495,5
17004,368,503,6
17005,368,508,5
17006,368,511,5
17007,368,515,5
17008,368,516,5
17009,368,521,5
17010,368,524,5
17011,368,525,6
17012,368,526,5
17013,368,527,4
17014,368,528,6
17015,368,529,5
17016,368,530,4
17017,368,534,5
17018,368,535,5
17019,368,537,4
17020,368,539,5
17021,368,540,5
17022,368,542,5
17023,368,543,5
17024,368,545,5
17025,368,549,5
17026,368,551,5
17027,368,552,5
17028,369,235,7
17029,369,236,7
17030,369,239,6
17031,369,243,7
17032,369,244,6
17033,369,245,6
17034,369,246,6
17035,369,247,5
17036,369,248,6
17037,369,250,7
17038,369,251,7
17039,369,253,6
17040,369,255,8
17041,369,256,7
17042,369,259,7
17043,369,261,7
17044,369,263,7
17045,369,264,7
17046,369,265,5
17047,369,266,6
17048,369,267,6
17049,369,269,7
17050,369,270,6
17051,369,274,7
17052,369,276,6
17053,369,277,6
17054,369,278,7
17055,369,279,7
17056,369,281,6
17057,369,283,7
17058,369,284,7
17059,369,285,6
17060,369,286,6
17061,369,289,7
17062,369,293,6
17063,369,294,7
17064,369,296,7
17065,369,297,8
17066,369,298,6
17067,369,299,6
17068,369,300,6
17069,369,301,6
17070,369,302,7
17071,369,311,6
17072,369,314,7
17073,369,317,6
17074,369,327,6
17075,369,329,7
17076,369,330,6
17077,369,335,6
17078,369,336,7
17079,369,337,6
17080,369,338,7
17081,369,341,6
17082,369,342,7
17083,369,345,7
17084,369,346,6
17085,369,348,6
17086,369,352,6
17087,369,356,6
17088,369,362,7
17089,369,363,7
17090,369,365,6
17091,369,366,6
17092,369,369,7
17093,369,370,7
17094,369,373,6
17095,369,375,6
17096,369,383,7
17097,369,384,7
17098,369,386,6
17099,369,388,6
17100,369,389,7
17101,369,391,7
17102,369,395,6
17103,369,398,6
17104,369,406,7
17105,369,409,6
17106,369,412,6
17107,369,416,6
17108,369,417,5
17109,369,418,6
17110,369,421,7
17111,369,428,6
17112,369,432,7
17113,369,433,7
17114,369,436,6
17115,369,437,6
17116,369,438,6
17117,369,442,7
17118,369,443,6
17119,369,444,7
17120,369,447,7
17121,369,448,7
17122,369,449,7
17123,369,450,6
17124,369,451,7
17125,369,452,7
17126,369,456,6
17127,369,461,6
17128,369,464,7
17129,369,466,6
17130,369,467,7
17131,369,469,6
17132,369,470,7
17133,369,471,6
17134,369,475,6
17135,369,477,6
17136,369,480,6
17137,369,481,5
17138,369,482,6
17139,369,483,7
17140,369,484,7
17141,369,490,6
17142,369,491,7
17143,369,493,7
17144,369,495,6
17145,369,496,6
17146,369,501,6
17147,369,502,6
17148,369,504,6
17149,369,507,7
17150,369,510,7
17151,369,511,6
17152,369,512,5
17153,369,514,6
17154,369,518,8
17155,369,520,6
17156,369,522,6
17157,369,523,7
17158,369,526,7
17159,369,529,7
17160,369,531,7
17161,369,533,7
17162,369,535,6
17163,369,536,6
17164,369,537,5
17165,369,538,6
17166,369,541,6
17167,369,542,7
17168,369,546,7
17169,369,549,6
17170,369,552,6
17171,370,235,7
17172,370,243,7
17173,370,245,6
17174,370,247,6
17175,370,248,6
17176,370,255,8
17177,370,257,7
17178,370,258,6
17179,370,260,7
17180,370,261,7
17181,370,262,5
17182,370,263,7
17183,370,264,7
17184,370,265,6
17185,370,266,7
17186,370,269,7
17187,370,271,7
17188,370,272,7
17189,370,273,7
17190,370,276,6
17191,370,277,7
17192,370,278,7
17193,370,279,7
17194,370,283,7
17195,370,284,8
17196,370,285,7
17197,370,288,8
17198,370,290,7
17199,370,291,7
17200,370,292,7
17201,370,296,7
17202,370,298,6
17203,370,300,7
17204,370,303,7
17205,370,304,6
17206,370,305,6
17207,370,306,7
17208,370,307,6
17209,370,313,7
17210,370,320,6
17211,370,324,7
17212,370,325,5
17213,370,326,7
17214,370,328,7
17215,370,334,6
17216,370,335,7
17217,370,337,6
17218,370,338,7
17219,370,340,8
17220,370,342,7
17221,370,343,6
17222,370,344,7
17223,370,345,7
17224,370,346,6
17225,370,348,6
17226,370,351,6
17227,370,354,6
17228,370,355,8
17229,370,359,6
17230,370,360,6
17231,370,362,7
17232,370,363,7
17233,370,364,7
17234,370,365,6
17235,370,368,6
17236,370,373,7
17237,370,375,6
17238,370,382,7
17239,370,384,7
17240,370,391,8
17241,370,393,6
17242,370,394,6
17243,370,397,7
17244,370,401,7
17245,370,403,7
17246,370,409,6
17247,370,412,7
17248,370,415,6
17249,370,418,6
17250,370,422,7
17251,370,428,7
17252,370,429,7
17253,370,433,7
17254,370,435,7
17255,370,437,6
17256,370,440,8
17257,370,442,8
17258,370,443,7
17259,370,444,8
17260,370,445,7
17261,370,447,7
17262,370,450,6
17263,370,451,7
17264,370,455,6
17265,370,462,6
17266,370,463,6
17267,370,466,6
17268,370,468,7
17269,370,469,7
17270,370,470,7
17271,370,471,6
17272,370,474,7
17273,370,475,6
17274,370,481,6
17275,370,483,8
17276,370,485,6
17277,370,487,6
17278,370,488,7
17279,370,489,7
17280,370,491,7
17281,370,493,7
17282,370,494,6
17283,370,496,6
17284,370,501,6
17285,370,502,7
17286,370,503,7
17287,370,504,7
17288,370,507,7
17289,370,508,6
17290,370,509,5
17291,370,510,7
17292,370,511,6
17293,370,514,6
17294,370,517,6
17295,370,520,7
17296,370,523,7
17297,370,525,7
17298,370,528,8
17299,370,530,5
17300,370,533,7
17301,370,537,6
17302,370,541,6
17303,370,543,7
17304,370,544,6
17305,370,545,7
17306,370,549,7
17307,371,234,7
17308,371,235,7
17309,371,238,7
17310,371,240,7
17311,371,241,8
17312,371,242,8
17313,371,244,7
17314,371,248,6
17315,371,252,7
17316,371,253,7
17317,371,258,7
17318,371,260,7
17319,371,262,6
17320,371,263,8
17321,371,265,7
17322,371,266,7
17323,371,268,7
17324,371,269,7
17325,371,273,8
17326,371,274,8
17327,371,275,7
17328,371,276,7
17329,371,277,8
17330,371,281,7
17331,371,283,7
17332,371,284,8
17333,371,287,7
17334,371,288,9
17335,371,289,8
17336,371,290,7
17337,371,291,7
17338,371,292,7
17339,371,294,8
17340,371,297,9
17341,371,298,6
17342,371,303,8
17343,371,304,7
17344,371,305,7
17345,371,307,7
17346,371,311,8
17347,371,312,7
17348,371,316,8
17349,371,323,8
17350,371,325,6
17351,371,327,7
17352,371,329,7
17353,371,330,7
17354,371,332,9
17355,371,335,7
17356,371,336,8
17357,371,338,7
17358,371,341,8
17359,371,342,9
17360,371,351,7
17361,371,355,9
17362,371,356,7
17363,371,359,6
17364,371,360,7
17365,371,361,7
17366,371,368,7
17367,371,370,8
17368,371,371,8
17369,371,372,8
17370,371,374,8
17371,371,378,8
17372,371,391,8
17373,371,393,7
17374,371,394,7
17375,371,396,7
17376,371,401,8
17377,371,402,7
17378,371,403,8
17379,371,406,8
17380,371,408,8
17381,371,409,7
17382,371,411,9
17383,371,416,6
17384,371,417,6
17385,371,420,7
17386,371,421,8
17387,371,422,8
17388,371,423,8
17389,371,428,8
17390,371,429,8
17391,371,430,7
17392,371,432,9
17393,371,433,8
17394,371,435,8
17395,371,436,8
17396,371,437,6
17397,371,440,9
17398,371,447,8
17399,371,448,8
17400,371,449,9
17401,371,451,8
17402,371,452,8
17403,371,454,7
17404,371,455,7
17405,371,457,7
17406,371,458,9
17407,371,462,7
17408,371,464,8
17409,371,467,8
17410,371,470,8
17411,371,474,7
17412,371,475,7
17413,371,483,9
17414,371,484,7
17415,371,485,7
17416,371,486,7
17417,371,489,8
17418,371,490,7
17419,371,493,8
17420,371,494,7
17421,371,495,7
17422,371,501,7
17423,371,502,8
17424,371,503,8
17425,371,504,8
17426,371,506,7
17427,371,511,7
17428,371,512,7
17429,371,514,7
17430,371,516,8
17431,371,517,7
17432,371,520,7
17433,371,521,7
